"Reg","Type","CN","Manufacturer","Owner","DateRegistered","Status"
"5Y-EOD","CESSNA","208B,208B-0738","CESSNA AIRCRAFT COMPANY","OWNER: CESSNA FINANCE CORPORATION 220 WEST DOUGLAS, SUITE, 300 WICHITA KANSAS USA, 67202 LESSEE: AVIATION LEASE AND FINANCE A/S COPENHAGEN AIRPORT, ROSKILDE DK-4000 ROSKILDE, DENMARK SUB-LESSEE: AVIATION ASSISTANCE INTL. LTD P.O. BOX 79373, NAIROBI","","EXPIRED"
"5Y-EOE","BEECH 1900C","UC-90","BEECH AIRCRAFT COMPANY","OWNER: ALS EUROPE LTD, ALD HOUSE 81 ALD WYCH LONDON WC 2B 4 RP, WICHITA KANSAS, USA, LESSEE: ALS LTD, P.O.BOX 41937, SUB-LESSEE: AVIATION ASSISTANCE INTL. LTD, P.O. BOX 79373, , NAIROBI., ","2004-10-31","VALID"
"5Y-ETC","PIPER PA25-250","25-7756020","PIPER AIRCRAFT COMPANY","SHIMO LTD P.O. BOX 1115 NAKURU","1998-09-31","VALID"
"5Y-EXA","EUROCOPTER AS 350 B2","2906","EUROCOPTER INDUSTRIES","OWNER: SACCOM INTERNATIONAL LT WOODBOURNE HELL,ROAD TOWN TORTOLA, BRITISH VIRGIN ISLANDLESSEE: EVERETT AVIATION LTD P.O. BOX 40813,NAIROBI","1998-01-31","VALID"
"5Y-EXC","EUROCOPTER AS 350  B2","3164","EUROCOPTER INDUSTRIES","KENYA PIPELINE COMPANY, P.O. BOX 73843, NAIROBI, ","2002-09-31","VALID"
"5Y-EXG","EUROCOPTER BK117C-1","7519","EUROCOPTER,FRANCE","TREVOR CORPORATION-888 E BELVIDERE ROADGRAYSLAKE, ILLUSION 60030 USA LESSEE: EVERETT AVIATIONP.O. BOX 40813NAIROBI, KENYA","2007-06-31","VALID"
"5Y-EXF","AS 350 B2","2880","EUROCOPTER,FRANCE","EVERET AVIATION LTD BOX 40813 NAIROBI","2007-02-31","VALID"
"5Y-EXK","ENSTROM 480B","5042","ENSTROM HELICOPTER CORPORATION","FUTURE MEDIA LTDP.O BOX 82277-00100GPO NAIROBI","2005-10-31","EXPIRED"
"5Y-EXS","ENSTROM 280C","1027","ENSTROM CORPORATION","SIMON EVERETT P.O. BOX 40813 NAIROBI","1999-07-31","VALID"
"5Y-FAA","CESSNA 421","421C-064S","CESSNA AIRCRAFT COMPANY","OWNER: GEPPE TRUST C/O PEREGAINE CORPORATE SERVICES BURLEIGH MANOR PEEL ROAD DOUGLAS ISLE OF MAN I.M. 15EPLESSEE: JETSTAR AVIATION LTD BOX 20442,NAIROBI","2002-06-31","EXPIRED"
"5Y-FDA","CESSNA 208B","208B-0551","CESSNA AIRCRAFT COMPANY","RENTWORKS EAST AFRICA LIMITEDP.O.BOX 16521-00100 NAIROBI,FINANCIER NIC-BANK LTD BOX 44599-00100 NAIROBI","2008-09-31","VALID"
"5Y-FDB","CESSNA 208B","20831031","CESSNA AIRCRAFT COMPANY","OWNER: AMREF FLYING DOCTOR SERVICE, P. O. BOX 18617,00500, NAIROBI, SECURED FINANCIER:, 8RIVONIA ROAD, ILLOVO 2196,JOHANESBURG RSA, ","2003-09-31","EXPIRED"
"5Y-FDC","CESSNA 208B","208B-1280","CESSNA AIRCRAFT COMPANY","OWNER:AMREF-FLYING DOCTOR SERVICEWILSON AIRPORT,LANGATA ROAD P.O.BOX 18617-00500NAIROBI","2007-11-31","VALID"
"5Y-FDK","BEECH KING AIR  B200","BB-531","RAYTHEON AIRCRAFT COMPANY","OWER: PHOENIX AVIATION AVIATION LTD P.0. BOX 49493-00100 NAIROBIFINANCIER: BARCLAYS BANK OF KENYA LTD P.O BOX 49493-00100 NAIROBI","2007-12-31","VALID"
"5Y-FDS","CESSNA 210N","210-64755","CESSNA AIRCRAFT COMPANY","AFRICAN MEDICAL RESEARCH FOUNDATION,P.O. BOX 30125,NAIROBI.","1982-08-31","EXPIRED"
"5Y-FJD","PIPER PA.31-325 ""NAVAJO""","31-8012023","PIPER AIRCRAFT COMPANY","KILIMANJARO SAFARI CLUBP.O. BOX 30129, NAIROBI.","","EXPIRED"
"5Y-FKB","CESSNA 402B","402B-1343","CESSNA AIRCRAFT COMPANY","SEREN AIR SERVICES LTD. P.O. BOX 74500 NAIROBI.","1996-02-31","EXPIRED"
"5Y-FLA","SAAB 340B","163","SAAB AIRCRAFT AB","FLAMINGO AIRLINES LTD P.O. BOX 19279NAIROBI, FINANCIER: BARCLAYS BANK 8 RIVONIA ROAD, 111OVO 2196 JOHANNERBURG, REPUBLIC OF SOUTH AFRICA","2003-10-31","EXPIRED"
"5Y-FLB","SAAB 340B","171","SAAB AIRCRAFT AB","FLAMINGO AIRLINES LTD P.O. BOX 19279NAIROBI, FINANCIER: BARCLAYS BANK 8 RIVONIA ROAD, 111OVO 2196 JOHANNERBURG, REPUBLIC OF SOUTH AFRICA","2003-10-31","EXPIRED"
"5Y-FLX","BEECH 1900C","UC65","BEECH AIRCRAFT COMPANY","OWNER: CEM AIR P.O. BOX 43236 INDUSTRIAL 2042 SOUTH AFRICA , LESSEE:FLEX AIR CARGO LTD., P.O. BOX 3305-00506, NAIROBI., ","2007-02-31","VALID"
"5Y-FNT","TURBOLET","L410A","LET A.S.KUNOVICE","OWNER: EAGLE AVIATION LTD.,P. O. BOX 93926, MOMBASA FINANCIER: PTA BANK, EASTERN & SOUTHERN AFRICAN TRADE & DEVELOPMENT BANKP. O. BOX 48596,NAIROBI ","1998-12-31","EXPIRED"
"5Y-FOA","ZENAIR STOL CH-701","7/1/3548","CONDOR AVIATION INDUSTRIES","KENYA WILDLIFE SERVICE AIRWING P. O. BOX 54582 NAIROBI","1998-08-31","EXPIRED"
"5Y-FOC","CHRISTEN A-1 HUSKY","1172","CHRISTEN INDUSTRIES","KENYA WILDLIFE SERVICESP. O. BOX 54582, NAIROBI.","1991-12-31","EXPIRED"
"5Y-FOX","PIPER PA28-200","28R-7638","PIPER AIRCRAFT COMPANY","ABDUL REHEMAN HIRIJI & NATIONAL INDUSTRIAL CREDIT (EA) LTD,P. O. BOX 60528NAIROBI","1980-04-31","EXPIRED"
"5Y-FRM","CESSNA 206","U206-03381","CESSNA AIRCRAFT COMPANY","OWNER:YELLOW WINGS AIR SERVICES LTD P.O. BOX 4714-00506 NAIROBI","2007-09-31","VALID"
"5Y-FUF","CESSNA 310R","310R0894","CESSNA AIRCRAFT COMPANY","CAPT. UMAR HESENALI & NATIONAL BANK OF KENYAP.O. BOX 28409NAIROBI.","1989-10-31","EXPIRED"
"5Y-FUN","CHRISTEN EAGLE II","0438-1009","CHRISTEN INDUSTRIES","LABS SVENSSONP. O. BOX 78340 NAIROBI","2004-02-31","EXPIRED"
"5Y-FVS","CESSNA 206","U206-03394","CESSNA AIRCRAFT COMPANY","HERMAN STEYN 10144-80101 MOMBASA","1993-12-31","VALID"
"5Y-FWA","EMB-110 PI BANDE TRANTE","110-195","EMBRAER-EMPRESA BRASILEIRA DE AERONAUTICAL SA","MRS. HEDDA STEYN P.O. BOX 44924NAIROBI","2006-03-31","EXPIRED"
"5Y-FWB","EMBARAER-110P1","110-439","EMBRAER-EMPRESA BRASILEIRA DE AERONAUTICAL SA","ABERDAIR AVIATION LTD.SUITE 320,3RD FLOOR BARKLY LE:CAIDAM WATER FRONT PORT LOUIS MAURITIUS;LESSEE:ACARIZA AVIATION LTD 2ND FLR LENGAI HSE WINSON AIRPORT P.O. BOX 705-00517 .TEL+25420602721-NAIROBI.","2006-12-31","VALID"
"5Y-FXB","CESSNA 182","182-67159","CESSNA AIRCRAFT COMPANY","HELLEN THERESE DOUGLAS DUFRESNE, P.O. BOX 15165,, NAIROBI., ","1998-02-31","VALID"
"5Y-GAJ","PIPER PA32R-301","3246063","PIPER AIRCRAFT COMPANY","OWNER: SAFARI CORP, 1209 ORANGE STREET,, WELMINGON DELAWARE 19801, U.S.A, OPERATOR: BARRY GAYMER , P. O. BOX 16 , NAIVASHA., ","2000-04-31","VALID"
"5Y-GAV","KITFOX SEREIS 5","S9511-0163","ALASTAIR WALKER","GORDON ALISTAIR VINCENT MURRAY, P O BOX 33, TIMAU, ","2002-05-31","VALID"
"5Y-GAW","PIPER PA – 18","18-7198","PIPER AIRCRAFT COMPANY","OL-JOGI AVIATIONP.O. BOX 259NANYUKI","1995-03-31","VALID"
"5Y-GBA","DHC-5 BUFFALO","95A","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER: AEROSUPPORT CANADA INC 825 CENTRAL AVE, ONTARIO, CANADA P. O. BOX 49778,NAIROBI","","EXPIRED"
"5Y-GFO","CESSNA 310H","310-0131","CESSNA AIRCRAFT COMPANY","G. FORNO P. O. BOX 20442, NAIROBI","1974-08-31","EXPIRED"
"5Y-GDN","CESSNAP206","P-206-00637","CESSNA AIRCRAFT COMPANY","KENYA SCHOOL OF FLYING P.O. BOX 74714-00200NAIROBI ","","VALID"
"5Y-GJW","PARTENAVIA P68-TC OBSERVER","394-03","PATENAVIA","OL-JOGI AVIATION LTD., P. O. BOX 259, NANYUKI., ","1995-03-31","VALID"
"5Y-GLM","CESSNA U206G","U206-05707","CESSNA AIRCRAFT COMPANY","MARANIA LTD, G.L.M. MURRAY & G.A.V. MURRAY, P. O. BOX 33, TIMAU., ","1993-03-31","VALID"
"5Y-GNT","LET 410A","301","LET A.S.KUNOVICE","OWNER: AIR OSTRAVA MOSNOV OSTRAVA INTERNATIONAL APTPOSTAL CODE 74251, CZECK REPUBLIC LESSEE: EAGLE AVIATION LTD P. O. BOX 93926 MOMBASA","1995-03-31","EXPIRED"
"5Y-GRS","DHC 8 106","355","BOEING OF CANADA","OWNER: TRIDENT ENTERPRISES LTD, P. O. BOX 13501, NAIROBI , LESSEE: CMC AVIATION P.O. BOX 44580-00100 NAIROBI FINANCIER: EXPORT DEVELOPMENT CANADA 151 O'CONNER STREET OTTAWA KIA 1K3 CANADA","2008-11-31","VALID"
"5Y-GSJ","CESSNA A152","_A152-1026","CESSNA AIRCRAFT COMPANY","GARRY DAVID SPOORS & SARJIT SINGH JUTLA P. O. BOX 46968 NAIROBI","1999-08-31","VALID"
"5Y-GSV","CESSNA 208","208-0024","CESSNA AIRCRAFT COMPANY","AERONAV LTD P.O BOX 74714-00200 NAIROBI, FINANCIER: CREDIT BANK LTD BOX 61064-00200 NAIROBI","2003-11-31","VALID"
"5Y-GUV","CESSNA 210L","21060706","CESSNA AIRCRAFT COMPANY","MUSIARA LTD.,P. O. BOX 48219NAIROBI.","1989-05-31","EXPIRED"
"5Y-GYM","EC 130 B4 HELICOPTER","3703","EUROCOPTER FRANCE","LADY LORI (K) LTD, P. O. BOX 24397, NAIROBI, ","2007-02-31","VALID"
"5Y-HAA","CESSNA 208","20800021","CESSNA AIRCRAFT COMPANY","ALS LIMITED P.O.BOX 41937 NAIROBI, FINANCIER BARCLAYS BANK OF KENYA LTD NAIROBI ","2008-03-31","VALID"
"5Y-HAE","PIPER PA. 18","18-3201","PIPER AIRCRAFT COMPANY","PATRICK NOLANP.O. BOX 356 NAIVASHA","1993-04-31","EXPIRED"
"5Y-HAJ","HS 748-2B","1776","BRITISH AEROSPACE HAWKER SIDDELEY","748 AIR SERVICES LLCGROSVENOR COURTALBERT ROAD RAMSEY ISLE OF MAN.UK LESSEE: 748 AIR SERVICES LTD P.O. BOX 53012-00200 NAIROBI-KENYA ","2008-01-31","VALID"
"5Y-HHC","LET 410A","730204","LET A.S.KUNOVICE","BLUE BIRD AVIATION P. O. BOX 52382 NAIROBI.","2002-12-31","EXPIRED"
"5Y-HHE","BEECH KINGAIR 200","BB-547","BEECH AIRCRAFT COMPANY","BLUE BIRD AVIATION LTD, P. O. BOX 52382, NAIROBI , ","2002-12-31","VALID"
"5Y-HHF","LET 410A","710002","LET A.S.KUNOVICE","BLUE BIRD AVIATIONP. O. BOX 52382,NAIROBI","2002-12-31","VALID"
"5Y-HHK","BEECH KINGAIR 200","BB-696","BEECH AIRCRAFT COMPANY","BLUE BIRD AVIATION LTD, P. O. BOX 52382, NAIROBI , ","","EXPIRED"
"5Y-HHL","LET 410A UVP-E9","872018","LET A.S.KUNOVICE","BLUE BIRD AVIATIONP.O BOX 52382NAIROBI","","EXPIRED"
"5Y-HHM","BEECH B200","BB-1152","BEECH AIRCRAFT COMPANY","OWNER: AMAZON AIR CONTRACTS LTD, P. O. BOX 645 NO. 40 ESPLANADE, ST, HELIER, JERSEY JE4 8UG, CHANNEL ISLANDS, LESSEE: BLUE BIRD AVIATION LTD, P. O. BOX 52382, NAIROBI, ","2003-06-31","EXPIRED"
"5Y-HIN","CESSNA 402B","402B-051","CESSNA AIRCRAFT COMPANY","CHS AVIATION LTD., P. O. BOX 28321, NAIROBI.","1991-04-31","EXPIRED"
"5Y-HIP","YMF-F5C","F5C117","WACO CLASSIC AIR","AVRO LEASING LTDP.O. BOX 83 ORDINANCE HOUSE 31, PIER RD, ST HELLEN JERSEY JE4 8PW LESSEE: TROPIC AIR LTDP.O. BOX 161-10400 NANYUKI. FINANCER FINA BANK LTD P.O. BOX 20613-00200 NAIROBI","2008-07-31","VALID"
"5Y-HKH","BEECH BARON 58","TH-343","BEECH AIRCRAFT COMPANY","OWNER: GEPPE TRUST: PEREGRINE CORPORATE SERVICES BURLEIGH MANOR PEEL ROAD DOUGLAS ISLE OF MAN I.M. 15 EPLESSEE: JETSTAR AVIATION LTD, BOX 20442, NAIROBI","","EXPIRED"
"5Y-HLI","AS 350 B2","3160","EUROCOPTER ","OWNER: HELI SERVICES LTD P O BOX 41937, NAIROBI FINANCIER: CREDIT BANK LTD P O BO 61064, NAIROBI LESSEE: ALS LTD P O BOX 41937 NAIROBI","2002-08-31","VALID"
"5Y-HLL","CESSNA 402B","402B-0015","CESSNA AIRCRAFT COMPANY","AEROSPACE SPARES SERVICES,P. O. BOX 47518, NAIROBI.","1991-09-31","EXPIRED"
"5Y-HNT","TURBO LET 410A","72-02-03","LET A.S.KUNOVICE","OWNER: EAGLE AVIATION LTD P. O. BOX 93926, MOMBASA.FINANCIER: PTA BANK, EASTERN & SOUTHERN AFRICAN TRADE & DEVELOPMENT BANKP. O. BOX 48596, NAIROBI ","1998-12-31","EXPIRED"
"5Y-HOP","WACO YMF F5C","F5118","WACO CLASSIC AIRCRAFT CORPORATION","AVRO LEASING LTDP.O. BOX 83 ORDINANCE HOUSE 31, PIER RD, ST HELIER JERSERY JE4 8PW LESSEE: TROPIC AIR LTD P.O. BOX 161-10400 NANYUKIFINANCIER: FINA BANK LTD P.O. BOX 20613-00200 NAIROBI","2008-11-31","VALID"
"5Y-HPB","CESSNA 210M","210-62-62599","CESSNA AIRCRAFT COMPANY","HUGHES PETRE BARCLAY,, P. O. BOX 7006,, NAKURU., ","2000-04-31","VALID"
"5Y-HSN","AS 350 B3","3225","","EUREKA HOLDINGS LIMITEDP.O. BOX 78396 NAIROBI","","VALID"
"5Y-HUG","CESSNA 182","18256466","CESSNA AIRCRAFT COMPANY","HUAO DENY'S DOUGLAS-DUFRESSUE P.O. BOX 71KERICHO, KENYA","1994-09-31","VALID"
"5Y-HVT","CESSNA 206","206-0213","CESSNA AIRCRAFT COMPANY","ARGONAUT LIMITEDP.O. BOX 24696-00502NAIROBI","2001-05-31","VALID"
"5Y-HWS","CESSNA 402B","A02B-0386","CESSNA AIRCRAFT COMPANY","LEADING EAGLE LTD P.O.BOX 4379NAIROBI KENYA","2000-11-31","EXPIRED"
"5Y-IAN","CESSNA FR172J","432","CESSNA AIRCRAFT COMPANY","ANTHONY JOSEPH WYNDHAM MONKHOUSE, P. O. BOX 20, KERICHO, KENYA, ","1997-11-31","VALID"
"5Y-IBO","COLT 180A","2630","THUNDER & COLT LIMITED","MARA BALLOON SAFARIS LTD.P. O. BOX 48217 NAIROBI.","1992-12-31","EXPIRED"
"5Y-IBS","CESSNA 421B","421B-0581","CESSNA AIRCRAFT COMPANY","IBIS AVIATION LTD. P. O. BOX 47518 NAIROBI.","1995-12-31","EXPIRED"
"5Y-IGI","CESSNA 310","310R-0688","CESSNA AIRCRAFT COMPANY","TM-AM CONSTRUCTION GROUP P. O. BOX 18424, NAIROBI.","2008-06-31","EXPIRED"
"5Y-ING","CESSNA 406","24","CESSNA AIRCRAFT COMPANY","OWNER: INTERNATIONAL NEDEPLANDEN AVIATION LEASE BVKARSPELDREEF 14, 110 CK AMSTERDAM, THE NETHERLANDS LESSEE: SARMAN AVIATION LTD.P. O. BOX 26034, NAIROBI. P. O. BOX 44202, NAIROBI","1995-05-31","EXPIRED"
"5Y-IHO","DHC-8-106","268","DE-HAVILLAND AIRCRAFT OF CANADA","748 AIR SERVICES LLCGROSVENOR COURTALBERT ROAD RAMSEY ISLE OF MAN.UKLESSEE:748 AIR SERVICES LTD P.O.BOX 53012-OO200 NAIROBI-KENYA","2007-09-31","VALID"
"5Y-IOH","CESSNA 182","182-61029","CESSNA AIRCRAFT COMPANY","RODERICK ANDRWE HOPSON JONES & CLAIRE LOUISA ALEXANDRA JONES P. O. BOX 1734,NAIVASHA","2003-04-31","VALID"
"5Y-IRF","PIPER PA-18A 150","18-4836","PIPER AIRCRAFT COMPANY","FRASER ALAN SMITH, P.O.BOX 15024,00509, NAIROBI, ","2005-04-31","VALID"
"5Y-IYH","CESSNA FR172J","FR172-00492","CESSNA AIRCRAFT COMPANY","GARRY ANTHONY CULLEN, P. O. BOX 267, WATAMU, ","1999-12-31","VALID"
"5Y-JAI","BEECH KINGAIR 200","BB-557","BEECH AIRCRAFT COMPANY","CAPITAL AIRLINES LTD, P. O. BOX 49232, , NAIROBI, ","2006-12-31","VALID"
"5Y-JAK","BRITTEN NORMAN BN2B-21 ISLANDER","2002","BRITTEN-NORMAN LTD","OWNER: NEVISON PROPERTIES LTD BOSTON HALL, BOSTON SPA, WEATHERBY, YORKSHIRE, U.KLESSEE: TWO NINETY INVESTMENTS LTDP.O. BOX 57792NAIROBI, KENYA ","","EXPIRED"
"5Y-JAO","CESSNA 208 CARAVAN I","20800202","CESSNA AIRCRAFT COMPANY","OWNER: AVEX INC.205 DURLEY AVE. SUITE A CAMERILLO, CA93010 OPERATOR: SKYLINK AEROMANAGEMENTP. O. BOX 61844, NAIROBI","1994-10-31","EXPIRED"
"5Y-JAP","BOIENG 737-229C","20915","BOEING AIRCRAFT COMPANY","AVIATION MANAGEMENT SOLUTIONS LTD, P.O. BOX 42627-00100, NAIROBI, LESSEE:DELTA CONNECTION LTD, P.O. BOX 41937, NAIROBI, FINANCIER:CFC BANK LTD,P.O.BOX 72833-00200, NAIROBI, ","2006-11-31","VALID"
"5Y-JAR","CESSNA 310R","310R0159","CESSNA AIRCRAFT COMPANY","TRANSAF COMMUNICATIONS P. O. BOX 60877NAIROBI.","1997-01-31","EXPIRED"
"5Y-JAZ","CESSNA U206A","U206-0490","CESSNA AIRCRAFT COMPANY","JOHN GERARD BEVERIDGE, P. O. BOX 24988, KAREN, NAIROB1, ","","VALID"
"5Y-JBA","DONIER DC-27","3/A-450","DORNIER WERKE AG.MUNICH ","AEROCRAFT LTDP.O. BOX 180 NANYUKI","1994-06-31","EXPIRED"
"5Y-JCK","BEECH BARON","E58","BEECH AIRCRAFT COMPANY","KIM ALEXANDER MCKENZIEP. O. BOX 41979 NAIROBI","2005-10-31","VALID"
"5Y-JEH","CESSNA 206","U206-02164","CESSNA AIRCRAFT COMPANY","MANDA AIR SERVICES P.O.BOX 24576-00506 NAIROBI.","2008-05-31","VALID"
"5Y-JEL","BELL 47","WAS-178","BELL HELICOPTER COMPANY","KIM ALEXANDER MCKENZIEP. O. BOX 41979NAIROBI","1999-12-31","EXPIRED"
"5Y-JER","HOT AIR BALLOON A-140","235","","KENYA BALLOON SAFARIS LTD. P. O. BOX 30158 NAIROBI","","EXPIRED"
"5Y-JET","GRUMMAN G-159","44","","OWNER: JETPET LEASING SERVICES LTD LES CASCADE BUILDING EDITH CAVEL STREET PORT LOUIS, MAURITIUSLESSEE: TRACKMARK LTDP. O. BOX 44007NAIROBI","","EXPIRED"
"5Y-JGM","DHC-8-102","287","DE-HAVILLAND AIRCRAFT OF CANADA","748 AIR SERVICESP.O BOX 53012-00200 NAIROBI","2006-08-31","VALID"
"5Y-JHC","CESSNA 206","20608156","CESSNA AIRCRAFT COMPANY","OWNER: MUKOKO LTD, P O BOX 94458-00509NAIROBI, ","2008-03-31","VALID"
"5Y-JHZ","DHC-6 TWIN OTTER","336","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER: ZIMEX AVIATION LTD.,ALTE LEADSRASSE 106 P. O. BOX 162 CH-8702 ZOLLIKON, ZURICH SWITZERLAND LESSEE: AIRCRAFT LEASING SERVICESP. O. BOX 41937, NAIROBI MORTGAGES: MIGROS BANKSEIDENGASSE 128001, ZURICH.","1993-11-31","EXPIRED"
"5Y-JIM","EUROCOPTER AS 350 BA","2885","","OWNER: LADY LORI (K) LTD P O BOX 24397, NAIROBI LESSEE: TROPIC AIR LTD P. O. BOX 161NANYUKI ","2000-09-31","EXPIRED"
"5Y-JIT","CESSNA 182","182-64132","CESSNA AIRCRAFT COMPANY","FARM ENGINEERING INDUSTRIES P.O.BOX 1326 KISUMU","1996-10-31","VALID"
"5Y-JJG","CESSNA 406","003","CESSNA AIRCRAFT COMPANY","TAWAKAL AIRLINES LTD.P. O. BOX 10950NAIROBI.","1993-10-31","EXPIRED"
"5Y-JJZ","BEECH KINGAIR 200 BB –","1127","BEECH AIRCRAFT COMPANY","OWNER: CERERE AG: C/O PRASIDIAL ANSTALT, AEULESTRESSE 38 FL 9490 VADUZ LIECH TENSTEIN, LESSEE: LA PIEVE LTD, P. O. BOX 209 NAIVASHA, KENYA, ","1996-07-31","VALID"
"5Y-JKB","BEECH KINGAIR 200","BB-72","BEECH AIRCRAFT COMPANY","JAMA GULED ABDI P. O. BOX 10950, NAIROBI.STANBIC BANK KENYA LTD. P. O. BOX 30550NAIROBI","","EXPIRED"
"5Y-JLA","FOKKER 28-400","11093","FOKKER HOLLAND",", JET LINK EXPRESS, P. O. BOX 3931,0506,NAIROBI, ","2005-06-31","VALID"
"5Y-JLC","BOMBARDIER CL 600-2819","7183","BOMBARDIER REGIONAL AIRCRAFT","OWNER:GIE LERINS P.O BOX 41 AVENUE DE L'OPERA 75002 PARIS-FRANCE.LESSEE:JETLINK EXPRESS LTD.P.O BOX 3931-005061ST FLR FREIGHT COMPLEX.J.K.I.A CARGO VILLAGE.","2008-02-31","VALID"
"5Y-JLD","CL-600-2B19","7197","BOMBARDIER REGIONAL AIRCRAFT","OWNER:GIE LERINS P.O BOX 41 AVENUE DE L'OPERA 75002 PARIS-FRANCELESSEE:JETLINK EXPRESS LTD P.O BOX 3931-00506IST FLR FREIGHT COMPLEX JKIA CARGO VILLAGE NAIROBI-KENYA","2008-02-31","VALID"
"5Y-JMB","PIPER PA 28R-210T","28-8031054","PIPER AIRCRAFT COMPANY","MARTIN HENRY FOSTER, P. O. BOX 30125,, NAIROBI, ","2000-11-31","VALID"
"5Y-JMJ","CESSNA U206F","03159","CESSNA AIRCRAFT COMPANY","I.T.R PFEFFERP.O BOX 47882 NAIROBI","2006-02-31","VALID"
"5Y-JMK","PIPER PA.34-200T","34-7770384","PIPER AIRCRAFT COMPANY","KENYA AERONAV P.O. BOX 74714 NAIROBI & JAMES ASTLEFORD P.O. BOX 14756NAIROBI","2000-12-31","VALID"
"5Y-KAS","CESSNA 172","172-3164","CESSNA AIRCRAFT COMPANY","TERENCE MICHAEL DAVIDSON , P. O. BOX 63794-00619 MUTHAIGA , NAIROBI., ","2007-05-31","VALID"
"5Y-KDO","PIPER","PA.31-325","PIPER AIRCRAFT COMPANY","M/S TRAVEL WORLD (K) LTD. P.O. BOX 44690 NAIROBI.","","EXPIRED"
"5Y-KDY","STANSON VOYAGER","108-1898","","OWNER:J. REVILL P. O. BOX 416 KITALE.","","EXPIRED"
"5Y-KEZ","PIPER PA. 12","PIPER CRUISER  12-1765","PIPER AIRCRAFT COMPANY","FRESER ALAN SMITH & ALLISON KAREN KASENYONYE SMITHP. O. BOX 21285 NAIROBI.","1990-06-31","EXPIRED"
"5Y-KFI","PIPER PA31-350","31-73-05099","PIPER AIRCRAFT COMPANY","KARL FLIGHT LTD.P.O. BOX 54415 NAIROBI.","","EXPIRED"
"5Y-KFN","PIPER PA.11","11-612","PIPER AIRCRAFT COMPANY","I.G.P. GRANT P.O. BOX 172 NANYUKI.","","EXPIRED"
"5Y-KFZ","PIPER","PA.18","PIPER AIRCRAFT COMPANY","ROGER RUVELLP.O BOX 14394NAIROBI.","","EXPIRED"
"5Y-KGP","PIPER PA.12 PIPER CRUISE","12-212","PIPER AIRCRAFT COMPANY","J.S. TEMPLESON & M.E.N. BISHOP TEMPLESONP.O. BOX 6754 NAIROBI.","","EXPIRED"
"5Y-KIM","HOT AIR BALLOON AX9-140","166","","AIR LIBRE S & PARISP.O. BOX 48690NAIROBI.","","EXPIRED"
"5Y-KIX","PIPER PA-20-135","`PIPER PACER'","PIPER AIRCRAFT COMPANY","OWNER:L. P. PEARSON P.O. BOX 30020NAIROBI.","1976-11-31","EXPIRED"
"5Y-KKX","PIPER PA22-135 ‘TRI PIPER’","22-968","PIPER AIRCRAFT COMPANY","OWNER:SANYATI LTD PRIVATE BAGISIOLO","1993-02-31","EXPIRED"
"5Y-KMC","CESSNA 180","30772","CESSNA AIRCRAFT COMPANY","OWNER:JOHN FRANCIS GILFRID DYERP.O BOX 477NANYUKI","1995-05-31","VALID"
"5Y-KMG","CESSNA 180","30780","CESSNA AIRCRAFT COMPANY","OWNER:RUPERT STEPHEN MALELLANNAIROBIP.O. BOX 10RUIRU","1996-12-31","VALID"
"5Y-KMH","PIPER PA.22-135","22-1969","PIPER AIRCRAFT COMPANY","WILLIAM ANTHONY PEAT DARBIRSHIRE P.O. BOX 40612NAIROBI.","","EXPIRED"
"5Y-KMO","CESSNA 180","31020","CESSNA AIRCRAFT COMPANY","SANYATI LTD.,, P. O. BOX PRIVATE BAG,, ISIOLO., ","1997-08-31","VALID"
"5Y-KNJ","CESSNA 180","31907","CESSNA AIRCRAFT COMPANY","FARMLAND DEVELOPMENT LTD.,, P. O. BOX 2226 , NAKURU., ","1987-11-31","VALID"
"5Y-KNM","CESSNA U206 G","U206-04417","CESSNA AIRCRAFT COMPANY","RICHARD LEAKEY P. O. BOX 40658NAIROBI.","1978-10-31","EXPIRED"
"5Y-KOC","CESSNA 182,","34417","CESSNA AIRCRAFT COMPANY","MRS. JOAN WELLS ROOT P. O. BOX 43747 NAIROBI.","1991-11-31","EXPIRED"
"5Y-KOF","CESSNA 182","182-34486","CESSNA AIRCRAFT COMPANY","JUDITH SELLA SETON P. O. BOX 42730NAIROBI.","2004-09-31","VALID"
"5Y-KPA","CESSNA 310R","310R-2110","CESSNA AIRCRAFT COMPANY","KENYA POLICE AIRWING, P. O. BOX 30083,00100, NAIROBI., ","","VALID"
"5Y-KPF","CESSNA 402C","402C-0425","CESSNA AIRCRAFT COMPANY","OWNER:KENYA POLICE AIRWING P. O. BOX 30083NAIROBI.","","VALID"
"5Y-KPS","CESSNA 180C","52837","CESSNA AIRCRAFT COMPANY","OWNER:PENTECOSTAL ASSEMBLIES OF CANADA C/0 REV. J.M. FRANZP.O BOX 759 ELDORET","","VALID"
"5Y-KQA","BOEING 737 – 300","28746","BOEING AIRCRAFT COMPANY","OWNER: SIMBA FINANCE LIMITE, ZUCKERT SCOUTT AND , RESENBERGER LLP, SUITE , 600WASHINGTON D.C 20006, U.S.A , SECURED FINANCIER: FIRST SECURITY BANK, NATIONAL ASSOCIATION, ZUCKFRT SCOUTT RASENGBERGER LLP SUITE 600 WASHINGTON D.C 20006, USA, LESSEE: KENYA AI","","VALID"
